Tanggal,Kecamatan,Puskesmas,Jumlah_Bayi_6_Bulan,Jumlah_ASI_Eksklusif,Persentase_Cakupan
2021-04-30,Padang Utara,ALAI,64,36,56.25
2021-04-30,Nanggalo,NANGGALO,49,39,79.59
2021-04-30,Nanggalo,LAPAI,80,46,57.5
2021-04-30,Kuranji,BELIMBING,67,46,68.66
2021-04-30,Kuranji,KURANJI,72,47,65.28
2021-04-30,Kuranji,AMBACANG,51,36,70.59
2021-04-30,Pauh,PAUH,90,71,78.89
2021-04-30,Koto Tangah,AIR DINGIN,67,40,59.7
2021-04-30,Koto Tangah,LB.BUAYA,37,29,78.38
2021-04-30,Koto Tangah,IKUR KOTO,61,44,72.13
2021-04-30,Koto Tangah,ANAK AIR,107,59,55.14
2021-04-30,Koto Tangah,TUNGGUL HITAM,98,54,55.1
2021-05-31,Bungus Teluk Kabung,BUNGUS,42,35,83.33
2021-05-31,Lubuk Kilangan,LUBUK KILANGAN,51,31,60.78
2021-05-31,Lubuk Begalung,LUBUK BEGALUNG,47,29,61.7
2021-05-31,Lubuk Begalung,PEGAMBIRAN,58,39,67.24
2021-05-31,Padang Selatan,SEBERANG PADANG,116,78,67.24
2021-05-31,Padang Selatan,PEMANCUNGAN,45,27,60.0
2021-05-31,Padang Selatan,RAWANG,69,44,63.77
2021-05-31,Padang Timur,ANDALAS,106,79,74.53
2021-05-31,Padang Timur,PARAK KARAKAH,89,64,71.91
2021-05-31,Padang Barat,PADANG PASIR,108,61,56.48
2021-05-31,Padang Utara,ULAK KARANG,84,70,83.33
2021-05-31,Padang Utara,AIR TAWAR,87,62,71.26
2021-05-31,Padang Utara,ALAI,81,51,62.96
2021-05-31,Nanggalo,NANGGALO,44,37,84.09
2021-05-31,Nanggalo,LAPAI,71,60,84.51
2021-05-31,Kuranji,BELIMBING,98,83,84.69
2021-05-31,Kuranji,KURANJI,83,70,84.34
2021-05-31,Kuranji,AMBACANG,39,32,82.05
2021-05-31,Pauh,PAUH,44,35,79.55
2021-05-31,Koto Tangah,AIR DINGIN,52,31,59.62
2021-05-31,Koto Tangah,LB.BUAYA,95,68,71.58
2021-05-31,Koto Tangah,IKUR KOTO,116,83,71.55
2021-05-31,Koto Tangah,ANAK AIR,81,58,71.6
2021-05-31,Koto Tangah,TUNGGUL HITAM,48,33,68.75
2021-06-30,Bungus Teluk Kabung,BUNGUS,51,37,72.55
2021-06-30,Lubuk Kilangan,LUBUK KILANGAN,113,68,60.18
2021-06-30,Lubuk Begalung,LUBUK BEGALUNG,39,31,79.49
2021-06-30,Lubuk Begalung,PEGAMBIRAN,75,62,82.67
2021-06-30,Padang Selatan,SEBERANG PADANG,107,67,62.62
2021-06-30,Padang Selatan,PEMANCUNGAN,93,71,76.34
2021-06-30,Padang Selatan,RAWANG,63,51,80.95
2021-06-30,Padang Timur,ANDALAS,64,47,73.44
2021-06-30,Padang Timur,PARAK KARAKAH,70,51,72.86
2021-06-30,Padang Barat,PADANG PASIR,113,74,65.49
2021-06-30,Padang Utara,ULAK KARANG,45,32,71.11
2021-06-30,Padang Utara,AIR TAWAR,48,27,56.25
2021-06-30,Padang Utara,ALAI,117,77,65.81
2021-06-30,Nanggalo,NANGGALO,99,69,69.7
2021-06-30,Nanggalo,LAPAI,113,70,61.95
2021-06-30,Kuranji,BELIMBING,88,72,81.82
2021-06-30,Kuranji,KURANJI,109,69,63.3
2021-06-30,Kuranji,AMBACANG,56,43,76.79
2021-06-30,Pauh,PAUH,68,45,66.18
2021-06-30,Koto Tangah,AIR DINGIN,35,28,80.0
2021-06-30,Koto Tangah,LB.BUAYA,98,72,73.47
2021-06-30,Koto Tangah,IKUR KOTO,85,61,71.76
2021-06-30,Koto Tangah,ANAK AIR,55,44,80.0
2021-06-30,Koto Tangah,TUNGGUL HITAM,69,45,65.22
2021-07-31,Bungus Teluk Kabung,BUNGUS,98,55,56.12
2021-07-31,Lubuk Kilangan,LUBUK KILANGAN,34,23,67.65
2021-07-31,Lubuk Begalung,LUBUK BEGALUNG,43,28,65.12
2021-07-31,Lubuk Begalung,PEGAMBIRAN,118,71,60.17
2021-07-31,Padang Selatan,SEBERANG PADANG,47,33,70.21
2021-07-31,Padang Selatan,PEMANCUNGAN,51,33,64.71
2021-07-31,Padang Selatan,RAWANG,49,36,73.47
2021-07-31,Padang Timur,ANDALAS,87,64,73.56
2021-07-31,Padang Timur,PARAK KARAKAH,116,73,62.93
2021-07-31,Padang Barat,PADANG PASIR,93,66,70.97
2021-07-31,Padang Utara,ULAK KARANG,97,71,73.2
2021-07-31,Padang Utara,AIR TAWAR,47,38,80.85
2021-07-31,Padang Utara,ALAI,107,72,67.29
2021-07-31,Nanggalo,NANGGALO,65,38,58.46
2021-07-31,Nanggalo,LAPAI,112,87,77.68
2021-07-31,Kuranji,BELIMBING,124,102,82.26
2021-07-31,Kuranji,KURANJI,125,94,75.2
2021-07-31,Kuranji,AMBACANG,112,74,66.07
2021-07-31,Pauh,PAUH,125,85,68.0
2021-07-31,Koto Tangah,AIR DINGIN,73,53,72.6
2021-07-31,Koto Tangah,LB.BUAYA,129,89,68.99
2021-07-31,Koto Tangah,IKUR KOTO,79,51,64.56
2021-07-31,Koto Tangah,ANAK AIR,39,33,84.62
2021-07-31,Koto Tangah,TUNGGUL HITAM,82,66,80.49
2021-08-31,Bungus Teluk Kabung,BUNGUS,97,55,56.7
2021-08-31,Lubuk Kilangan,LUBUK KILANGAN,92,66,71.74
2021-08-31,Lubuk Begalung,LUBUK BEGALUNG,76,61,80.26
2021-08-31,Lubuk Begalung,PEGAMBIRAN,104,82,78.85
2021-08-31,Padang Selatan,SEBERANG PADANG,101,64,63.37
2021-08-31,Padang Selatan,PEMANCUNGAN,83,63,75.9
2021-08-31,Padang Selatan,RAWANG,120,72,60.0
2021-08-31,Padang Timur,ANDALAS,50,36,72.0
2021-08-31,Padang Timur,PARAK KARAKAH,47,38,80.85
2021-08-31,Padang Barat,PADANG PASIR,93,78,83.87
2021-08-31,Padang Utara,ULAK KARANG,107,77,71.96
2021-08-31,Padang Utara,AIR TAWAR,80,58,72.5
2021-08-31,Padang Utara,ALAI,74,50,67.57
2021-08-31,Nanggalo,NANGGALO,60,45,75.0
2021-08-31,Nanggalo,LAPAI,117,92,78.63
2021-08-31,Kuranji,BELIMBING,67,51,76.12
2021-08-31,Kuranji,KURANJI,70,58,82.86
2021-08-31,Kuranji,AMBACANG,127,78,61.42
2021-08-31,Pauh,PAUH,93,61,65.59
2021-08-31,Koto Tangah,AIR DINGIN,98,78,79.59
2021-08-31,Koto Tangah,LB.BUAYA,68,40,58.82
2021-08-31,Koto Tangah,IKUR KOTO,82,51,62.2
2021-08-31,Koto Tangah,ANAK AIR,115,70,60.87
2021-08-31,Koto Tangah,TUNGGUL HITAM,92,76,82.61
2021-09-30,Bungus Teluk Kabung,BUNGUS,104,64,61.54
2021-09-30,Lubuk Kilangan,LUBUK KILANGAN,109,85,77.98
2021-09-30,Lubuk Begalung,LUBUK BEGALUNG,42,24,57.14
2021-09-30,Lubuk Begalung,PEGAMBIRAN,106,86,81.13
2021-09-30,Padang Selatan,SEBERANG PADANG,32,22,68.75
2021-09-30,Padang Selatan,PEMANCUNGAN,67,50,74.63
2021-09-30,Padang Selatan,RAWANG,74,54,72.97
2021-09-30,Padang Timur,ANDALAS,93,57,61.29
2021-09-30,Padang Timur,PARAK KARAKAH,48,37,77.08
2021-09-30,Padang Barat,PADANG PASIR,102,58,56.86
2021-09-30,Padang Utara,ULAK KARANG,84,49,58.33
2021-09-30,Padang Utara,AIR TAWAR,81,60,74.07
2021-09-30,Padang Utara,ALAI,55,47,85.45
2021-09-30,Nanggalo,NANGGALO,97,76,78.35
2021-09-30,Nanggalo,LAPAI,89,60,67.42
2021-09-30,Kuranji,BELIMBING,103,62,60.19
2021-09-30,Kuranji,KURANJI,52,35,67.31
2021-09-30,Kuranji,AMBACANG,48,30,62.5
2021-09-30,Pauh,PAUH,67,53,79.1
2021-09-30,Koto Tangah,AIR DINGIN,120,72,60.0
2021-09-30,Koto Tangah,LB.BUAYA,38,31,81.58
2021-09-30,Koto Tangah,IKUR KOTO,100,65,65.0
2021-09-30,Koto Tangah,ANAK AIR,65,46,70.77
2021-09-30,Koto Tangah,TUNGGUL HITAM,112,68,60.71
2021-10-31,Bungus Teluk Kabung,BUNGUS,105,77,73.33
2021-10-31,Lubuk Kilangan,LUBUK KILANGAN,72,59,81.94
2021-10-31,Lubuk Begalung,LUBUK BEGALUNG,56,43,76.79
2021-10-31,Lubuk Begalung,PEGAMBIRAN,68,41,60.29
2021-10-31,Padang Selatan,SEBERANG PADANG,120,78,65.0
2021-10-31,Padang Selatan,PEMANCUNGAN,89,67,75.28
2021-10-31,Padang Selatan,RAWANG,120,101,84.17
2021-10-31,Padang Timur,ANDALAS,105,67,63.81
2021-10-31,Padang Timur,PARAK KARAKAH,77,61,79.22
2021-10-31,Padang Barat,PADANG PASIR,78,58,74.36
2021-10-31,Padang Utara,ULAK KARANG,71,41,57.75
2021-10-31,Padang Utara,AIR TAWAR,80,64,80.0
2021-10-31,Padang Utara,ALAI,82,51,62.2
2021-10-31,Nanggalo,NANGGALO,91,77,84.62
2021-10-31,Nanggalo,LAPAI,137,80,58.39
2021-10-31,Kuranji,BELIMBING,91,58,63.74
2021-10-31,Kuranji,KURANJI,112,92,82.14
2021-10-31,Kuranji,AMBACANG,33,25,75.76
2021-10-31,Pauh,PAUH,68,55,80.88
2021-10-31,Koto Tangah,AIR DINGIN,55,32,58.18
2021-10-31,Koto Tangah,LB.BUAYA,52,37,71.15
2021-10-31,Koto Tangah,IKUR KOTO,82,48,58.54
2021-10-31,Koto Tangah,ANAK AIR,43,27,62.79
2021-10-31,Koto Tangah,TUNGGUL HITAM,64,49,76.56
2021-11-30,Bungus Teluk Kabung,BUNGUS,103,75,72.82
2021-11-30,Lubuk Kilangan,LUBUK KILANGAN,58,38,65.52
2021-11-30,Lubuk Begalung,LUBUK BEGALUNG,117,81,69.23
2021-11-30,Lubuk Begalung,PEGAMBIRAN,69,45,65.22
2021-11-30,Padang Selatan,SEBERANG PADANG,48,36,75.0
2021-11-30,Padang Selatan,PEMANCUNGAN,85,68,80.0
2021-11-30,Padang Selatan,RAWANG,60,43,71.67
2021-11-30,Padang Timur,ANDALAS,80,45,56.25
2021-11-30,Padang Timur,PARAK KARAKAH,91,52,57.14
2021-11-30,Padang Barat,PADANG PASIR,96,81,84.38
2021-11-30,Padang Utara,ULAK KARANG,92,59,64.13
2021-11-30,Padang Utara,AIR TAWAR,43,34,79.07
2021-11-30,Padang Utara,ALAI,57,35,61.4
2021-11-30,Nanggalo,NANGGALO,47,36,76.6
2021-11-30,Nanggalo,LAPAI,108,60,55.56
2021-11-30,Kuranji,BELIMBING,50,38,76.0
2021-11-30,Kuranji,KURANJI,56,40,71.43
2021-11-30,Kuranji,AMBACANG,62,41,66.13
2021-11-30,Pauh,PAUH,37,25,67.57
2021-11-30,Koto Tangah,AIR DINGIN,54,36,66.67
2021-11-30,Koto Tangah,LB.BUAYA,48,29,60.42
2021-11-30,Koto Tangah,IKUR KOTO,104,65,62.5
2021-11-30,Koto Tangah,ANAK AIR,76,63,82.89
2021-11-30,Koto Tangah,TUNGGUL HITAM,58,46,79.31
2021-12-31,Bungus Teluk Kabung,BUNGUS,36,26,72.22
2021-12-31,Lubuk Kilangan,LUBUK KILANGAN,114,92,80.7
2021-12-31,Lubuk Begalung,LUBUK BEGALUNG,89,72,80.9
2021-12-31,Lubuk Begalung,PEGAMBIRAN,124,102,82.26
2021-12-31,Padang Selatan,SEBERANG PADANG,93,64,68.82
2021-12-31,Padang Selatan,PEMANCUNGAN,57,47,82.46
2021-12-31,Padang Selatan,RAWANG,85,63,74.12
2021-12-31,Padang Timur,ANDALAS,86,71,82.56
2021-12-31,Padang Timur,PARAK KARAKAH,39,31,79.49
2021-12-31,Padang Barat,PADANG PASIR,77,61,79.22
2021-12-31,Padang Utara,ULAK KARANG,110,66,60.0
2021-12-31,Padang Utara,AIR TAWAR,78,48,61.54
2021-12-31,Padang Utara,ALAI,96,74,77.08
2021-12-31,Nanggalo,NANGGALO,121,102,84.3
2021-12-31,Nanggalo,LAPAI,106,62,58.49
2021-12-31,Kuranji,BELIMBING,47,36,76.6
2021-12-31,Kuranji,KURANJI,34,27,79.41
2021-12-31,Kuranji,AMBACANG,107,80,74.77
2021-12-31,Pauh,PAUH,55,43,78.18
2021-12-31,Koto Tangah,AIR DINGIN,119,77,64.71
2021-12-31,Koto Tangah,LB.BUAYA,84,52,61.9
2021-12-31,Koto Tangah,IKUR KOTO,43,25,58.14
2021-12-31,Koto Tangah,ANAK AIR,116,84,72.41
2021-12-31,Koto Tangah,TUNGGUL HITAM,45,27,60.0
2022-01-31,Bungus Teluk Kabung,BUNGUS,96,57,59.38
2022-01-31,Lubuk Kilangan,LUBUK KILANGAN,112,96,85.71
2022-01-31,Lubuk Begalung,LUBUK BEGALUNG,111,63,56.76
2022-01-31,Lubuk Begalung,PEGAMBIRAN,121,80,66.12
2022-01-31,Padang Selatan,SEBERANG PADANG,102,81,79.41
2022-01-31,Padang Selatan,PEMANCUNGAN,92,64,69.57
2022-01-31,Padang Selatan,RAWANG,100,74,74.0
2022-01-31,Padang Timur,ANDALAS,94,72,76.6
2022-01-31,Padang Timur,PARAK KARAKAH,51,37,72.55
2022-01-31,Padang Barat,PADANG PASIR,88,70,79.55
2022-01-31,Padang Utara,ULAK KARANG,100,60,60.0
2022-01-31,Padang Utara,AIR TAWAR,58,42,72.41
2022-01-31,Padang Utara,ALAI,110,87,79.09
2022-01-31,Nanggalo,NANGGALO,46,31,67.39
2022-01-31,Nanggalo,LAPAI,89,60,67.42
2022-01-31,Kuranji,BELIMBING,39,29,74.36
2022-01-31,Kuranji,KURANJI,58,41,70.69
2022-01-31,Kuranji,AMBACANG,100,62,62.0
2022-01-31,Pauh,PAUH,131,107,81.68
2022-01-31,Koto Tangah,AIR DINGIN,119,80,67.23
2022-01-31,Koto Tangah,LB.BUAYA,85,64,75.29
2022-01-31,Koto Tangah,IKUR KOTO,55,34,61.82
2022-01-31,Koto Tangah,ANAK AIR,45,26,57.78
2022-01-31,Koto Tangah,TUNGGUL HITAM,57,39,68.42
2022-02-28,Bungus Teluk Kabung,BUNGUS,108,76,70.37
2022-02-28,Lubuk Kilangan,LUBUK KILANGAN,63,50,79.37
2022-02-28,Lubuk Begalung,LUBUK BEGALUNG,131,82,62.6
2022-02-28,Lubuk Begalung,PEGAMBIRAN,72,58,80.56
2022-02-28,Padang Selatan,SEBERANG PADANG,41,25,60.98
2022-02-28,Padang Selatan,PEMANCUNGAN,131,100,76.34
2022-02-28,Padang Selatan,RAWANG,119,102,85.71
2022-02-28,Padang Timur,ANDALAS,68,40,58.82
2022-02-28,Padang Timur,PARAK KARAKAH,77,53,68.83
2022-02-28,Padang Barat,PADANG PASIR,86,51,59.3
2022-02-28,Padang Utara,ULAK KARANG,124,96,77.42
2022-02-28,Padang Utara,AIR TAWAR,46,27,58.7
2022-02-28,Padang Utara,ALAI,119,94,78.99
2022-02-28,Nanggalo,NANGGALO,131,86,65.65
2022-02-28,Nanggalo,LAPAI,37,27,72.97
2022-02-28,Kuranji,BELIMBING,97,58,59.79
2022-02-28,Kuranji,KURANJI,78,48,61.54
2022-02-28,Kuranji,AMBACANG,80,64,80.0
2022-02-28,Pauh,PAUH,57,42,73.68
2022-02-28,Koto Tangah,AIR DINGIN,81,45,55.56
2022-02-28,Koto Tangah,LB.BUAYA,112,72,64.29
2022-02-28,Koto Tangah,IKUR KOTO,76,56,73.68
2022-02-28,Koto Tangah,ANAK AIR,88,61,69.32
2022-02-28,Koto Tangah,TUNGGUL HITAM,49,33,67.35
2022-03-31,Bungus Teluk Kabung,BUNGUS,97,73,75.26
2022-03-31,Lubuk Kilangan,LUBUK KILANGAN,102,69,67.65
2022-03-31,Lubuk Begalung,LUBUK BEGALUNG,71,43,60.56
2022-03-31,Lubuk Begalung,PEGAMBIRAN,71,51,71.83
2022-03-31,Padang Selatan,SEBERANG PADANG,109,93,85.32
2022-03-31,Padang Selatan,PEMANCUNGAN,126,88,69.84
2022-03-31,Padang Selatan,RAWANG,110,68,61.82
2022-03-31,Padang Timur,ANDALAS,88,57,64.77
2022-03-31,Padang Timur,PARAK KARAKAH,113,91,80.53
2022-03-31,Padang Barat,PADANG PASIR,89,53,59.55
2022-03-31,Padang Utara,ULAK KARANG,61,49,80.33
2022-03-31,Padang Utara,AIR TAWAR,111,74,66.67
2022-03-31,Padang Utara,ALAI,72,56,77.78
2022-03-31,Nanggalo,NANGGALO,114,72,63.16
2022-03-31,Nanggalo,LAPAI,53,36,67.92
2022-03-31,Kuranji,BELIMBING,88,56,63.64
2022-03-31,Kuranji,KURANJI,133,111,83.46
2022-03-31,Kuranji,AMBACANG,62,38,61.29
2022-03-31,Pauh,PAUH,71,56,78.87
2022-03-31,Koto Tangah,AIR DINGIN,82,64,78.05
2022-03-31,Koto Tangah,LB.BUAYA,82,60,73.17
2022-03-31,Koto Tangah,IKUR KOTO,118,81,68.64
2022-03-31,Koto Tangah,ANAK AIR,104,63,60.58
2022-03-31,Koto Tangah,TUNGGUL HITAM,123,85,69.11
2022-04-30,Bungus Teluk Kabung,BUNGUS,65,50,76.92
2022-04-30,Lubuk Kilangan,LUBUK KILANGAN,57,46,80.7
2022-04-30,Lubuk Begalung,LUBUK BEGALUNG,96,82,85.42
2022-04-30,Lubuk Begalung,PEGAMBIRAN,51,33,64.71
2022-04-30,Padang Selatan,SEBERANG PADANG,88,56,63.64
2022-04-30,Padang Selatan,PEMANCUNGAN,141,102,72.34
2022-04-30,Padang Selatan,RAWANG,123,103,83.74
2022-04-30,Padang Timur,ANDALAS,110,80,72.73
2022-04-30,Padang Timur,PARAK KARAKAH,81,65,80.25
2022-04-30,Padang Barat,PADANG PASIR,52,45,86.54
2022-04-30,Padang Utara,ULAK KARANG,90,76,84.44
2022-04-30,Padang Utara,AIR TAWAR,115,95,82.61
2022-04-30,Padang Utara,ALAI,101,66,65.35
2022-04-30,Nanggalo,NANGGALO,93,72,77.42
2022-04-30,Nanggalo,LAPAI,126,79,62.7
2022-04-30,Kuranji,BELIMBING,101,80,79.21
2022-04-30,Kuranji,KURANJI,125,89,71.2
2022-04-30,Kuranji,AMBACANG,75,46,61.33
2022-04-30,Pauh,PAUH,83,69,83.13
2022-04-30,Koto Tangah,AIR DINGIN,65,37,56.92
2022-04-30,Koto Tangah,LB.BUAYA,52,36,69.23
2022-04-30,Koto Tangah,IKUR KOTO,105,80,76.19
2022-04-30,Koto Tangah,ANAK AIR,61,42,68.85
2022-04-30,Koto Tangah,TUNGGUL HITAM,47,29,61.7
2022-05-31,Bungus Teluk Kabung,BUNGUS,126,107,84.92
2022-05-31,Lubuk Kilangan,LUBUK KILANGAN,90,52,57.78
2022-05-31,Lubuk Begalung,LUBUK BEGALUNG,109,84,77.06
2022-05-31,Lubuk Begalung,PEGAMBIRAN,77,50,64.94
2022-05-31,Padang Selatan,SEBERANG PADANG,68,53,77.94
2022-05-31,Padang Selatan,PEMANCUNGAN,106,64,60.38
2022-05-31,Padang Selatan,RAWANG,89,71,79.78
2022-05-31,Padang Timur,ANDALAS,101,59,58.42
2022-05-31,Padang Timur,PARAK KARAKAH,54,43,79.63
2022-05-31,Padang Barat,PADANG PASIR,116,73,62.93
2022-05-31,Padang Utara,ULAK KARANG,127,101,79.53
2022-05-31,Padang Utara,AIR TAWAR,97,58,59.79
2022-05-31,Padang Utara,ALAI,93,60,64.52
2022-05-31,Nanggalo,NANGGALO,76,50,65.79
2022-05-31,Nanggalo,LAPAI,49,39,79.59
2022-05-31,Kuranji,BELIMBING,53,41,77.36
2022-05-31,Kuranji,KURANJI,106,77,72.64
2022-05-31,Kuranji,AMBACANG,87,51,58.62
2022-05-31,Pauh,PAUH,49,39,79.59
2022-05-31,Koto Tangah,AIR DINGIN,56,46,82.14
2022-05-31,Koto Tangah,LB.BUAYA,111,95,85.59
2022-05-31,Koto Tangah,IKUR KOTO,114,86,75.44
2022-05-31,Koto Tangah,ANAK AIR,48,38,79.17
2022-05-31,Koto Tangah,TUNGGUL HITAM,101,75,74.26
2022-06-30,Bungus Teluk Kabung,BUNGUS,121,80,66.12
2022-06-30,Lubuk Kilangan,LUBUK KILANGAN,104,70,67.31
2022-06-30,Lubuk Begalung,LUBUK BEGALUNG,59,47,79.66
2022-06-30,Lubuk Begalung,PEGAMBIRAN,105,83,79.05
2022-06-30,Padang Selatan,SEBERANG PADANG,79,56,70.89
2022-06-30,Padang Selatan,PEMANCUNGAN,134,78,58.21
2022-06-30,Padang Selatan,RAWANG,48,35,72.92
2022-06-30,Padang Timur,ANDALAS,80,58,72.5
2022-06-30,Padang Timur,PARAK KARAKAH,100,83,83.0
2022-06-30,Padang Barat,PADANG PASIR,108,91,84.26
2022-06-30,Padang Utara,ULAK KARANG,54,38,70.37
2022-06-30,Padang Utara,AIR TAWAR,69,45,65.22
2022-06-30,Padang Utara,ALAI,88,50,56.82
2022-06-30,Nanggalo,NANGGALO,60,44,73.33
2022-06-30,Nanggalo,LAPAI,105,65,61.9
2022-06-30,Kuranji,BELIMBING,85,61,71.76
2022-06-30,Kuranji,KURANJI,70,58,82.86
2022-06-30,Kuranji,AMBACANG,45,38,84.44
2022-06-30,Pauh,PAUH,95,56,58.95
2022-06-30,Koto Tangah,AIR DINGIN,119,88,73.95
2022-06-30,Koto Tangah,LB.BUAYA,116,72,62.07
2022-06-30,Koto Tangah,IKUR KOTO,122,81,66.39
2022-06-30,Koto Tangah,ANAK AIR,90,60,66.67
2022-06-30,Koto Tangah,TUNGGUL HITAM,81,54,66.67
2022-07-31,Bungus Teluk Kabung,BUNGUS,47,35,74.47
2022-07-31,Lubuk Kilangan,LUBUK KILANGAN,83,48,57.83
2022-07-31,Lubuk Begalung,LUBUK BEGALUNG,83,51,61.45
2022-07-31,Lubuk Begalung,PEGAMBIRAN,57,40,70.18
2022-07-31,Padang Selatan,SEBERANG PADANG,49,34,69.39
2022-07-31,Padang Selatan,PEMANCUNGAN,40,33,82.5
2022-07-31,Padang Selatan,RAWANG,71,41,57.75
2022-07-31,Padang Timur,ANDALAS,82,63,76.83
2022-07-31,Padang Timur,PARAK KARAKAH,108,80,74.07
