Tanggal,Kecamatan,Puskesmas,Jumlah_Bayi_6_Bulan,Jumlah_ASI_Eksklusif,Persentase_Cakupan
2021-02-28,Koto Tangah,IKUR KOTO,61,49,80.02
2021-02-28,Koto Tangah,ANAK AIR,67,56,84.09
2021-02-28,Koto Tangah,TUNGGUL HITAM,43,38,88.33
2021-03-31,Bungus Teluk Kabung,BUNGUS,122,98,80.02
2021-03-31,Lubuk Kilangan,LUBUK KILANGAN,58,44,76.23
2021-03-31,Lubuk Begalung,LUBUK BEGALUNG,56,41,73.48
2021-03-31,Lubuk Begalung,PEGAMBIRAN,83,63,75.89
2021-03-31,Padang Selatan,SEBERANG PADANG,64,52,80.84
2021-03-31,Padang Selatan,PEMANCUNGAN,57,47,82.72
2021-03-31,Padang Selatan,RAWANG,105,80,76.14
2021-03-31,Padang Timur,ANDALAS,56,48,86.46
2021-03-31,Padang Timur,PARAK KARAKAH,114,89,77.82
2021-03-31,Padang Barat,PADANG PASIR,130,102,78.51
2021-03-31,Padang Utara,ULAK KARANG,99,83,83.88
2021-03-31,Padang Utara,AIR TAWAR,43,37,87.04
2021-03-31,Padang Utara,ALAI,80,67,83.46
2021-03-31,Nanggalo,NANGGALO,60,47,78.8
2021-03-31,Nanggalo,LAPAI,49,36,73.48
2021-03-31,Kuranji,BELIMBING,108,80,73.63
2021-03-31,Kuranji,KURANJI,73,56,76.76
2021-03-31,Kuranji,AMBACANG,50,36,72.84
2021-03-31,Pauh,PAUH,50,38,75.08
2021-03-31,Koto Tangah,AIR DINGIN,87,68,78.16
2021-03-31,Koto Tangah,LB.BUAYA,106,81,76.87
2021-03-31,Koto Tangah,IKUR KOTO,41,34,83.8
2021-03-31,Koto Tangah,ANAK AIR,58,46,79.12
2021-03-31,Koto Tangah,TUNGGUL HITAM,49,42,86.02
2021-04-30,Bungus Teluk Kabung,BUNGUS,55,40,73.04
2021-04-30,Lubuk Kilangan,LUBUK KILANGAN,95,79,82.72
2021-04-30,Lubuk Begalung,LUBUK BEGALUNG,108,92,85.01
2021-04-30,Lubuk Begalung,PEGAMBIRAN,84,73,87.45
2021-04-30,Padang Selatan,SEBERANG PADANG,89,69,77.97
2021-04-30,Padang Selatan,PEMANCUNGAN,109,94,86.15
2021-04-30,Padang Selatan,RAWANG,88,72,81.55
2021-04-30,Padang Timur,ANDALAS,46,38,81.64
2021-04-30,Padang Timur,PARAK KARAKAH,56,50,88.45
2021-04-30,Padang Barat,PADANG PASIR,113,91,80.12
2021-04-30,Padang Utara,ULAK KARANG,30,24,78.8
2021-04-30,Padang Utara,AIR TAWAR,90,74,82.53
2021-04-30,Padang Utara,ALAI,64,47,72.98
2021-04-30,Nanggalo,NANGGALO,49,42,86.02
2021-04-30,Nanggalo,LAPAI,80,59,73.68
2021-04-30,Kuranji,BELIMBING,67,54,79.92
2021-04-30,Kuranji,KURANJI,72,56,78.03
2021-04-30,Kuranji,AMBACANG,51,41,80.99
2021-04-30,Pauh,PAUH,90,77,85.63
2021-04-30,Koto Tangah,AIR DINGIN,67,50,74.91
2021-04-30,Koto Tangah,LB.BUAYA,37,32,85.35
2021-04-30,Koto Tangah,IKUR KOTO,61,50,81.86
2021-04-30,Koto Tangah,ANAK AIR,107,77,72.36
2021-04-30,Koto Tangah,TUNGGUL HITAM,98,71,72.34
2021-05-31,Bungus Teluk Kabung,BUNGUS,42,37,88.12
2021-05-31,Lubuk Kilangan,LUBUK KILANGAN,51,39,75.51
2021-05-31,Lubuk Begalung,LUBUK BEGALUNG,47,36,76.03
2021-05-31,Lubuk Begalung,PEGAMBIRAN,58,46,79.12
2021-05-31,Padang Selatan,SEBERANG PADANG,116,92,79.12
2021-05-31,Padang Selatan,PEMANCUNGAN,45,34,75.08
2021-05-31,Padang Selatan,RAWANG,69,53,77.18
2021-05-31,Padang Timur,ANDALAS,106,88,83.2
2021-05-31,Padang Timur,PARAK KARAKAH,89,73,81.73
2021-05-31,Padang Barat,PADANG PASIR,108,79,73.11
2021-05-31,Padang Utara,ULAK KARANG,84,74,88.12
2021-05-31,Padang Utara,AIR TAWAR,87,71,81.37
2021-05-31,Padang Utara,ALAI,81,62,76.73
2021-05-31,Nanggalo,NANGGALO,44,39,88.54
2021-05-31,Nanggalo,LAPAI,71,63,88.77
2021-05-31,Kuranji,BELIMBING,98,87,88.88
2021-05-31,Kuranji,KURANJI,83,74,88.68
2021-05-31,Kuranji,AMBACANG,39,34,87.4
2021-05-31,Pauh,PAUH,44,38,86.0
2021-05-31,Koto Tangah,AIR DINGIN,52,39,74.86
2021-05-31,Koto Tangah,LB.BUAYA,95,77,81.55
2021-05-31,Koto Tangah,IKUR KOTO,116,95,81.53
2021-05-31,Koto Tangah,ANAK AIR,81,66,81.56
2021-05-31,Koto Tangah,TUNGGUL HITAM,48,38,79.97
2021-06-30,Bungus Teluk Kabung,BUNGUS,51,42,82.09
2021-06-30,Lubuk Kilangan,LUBUK KILANGAN,113,85,75.18
2021-06-30,Lubuk Begalung,LUBUK BEGALUNG,39,34,85.97
2021-06-30,Lubuk Begalung,PEGAMBIRAN,75,66,87.75
2021-06-30,Padang Selatan,SEBERANG PADANG,107,82,76.54
2021-06-30,Padang Selatan,PEMANCUNGAN,93,78,84.21
2021-06-30,Padang Selatan,RAWANG,63,55,86.78
2021-06-30,Padang Timur,ANDALAS,64,53,82.59
2021-06-30,Padang Timur,PARAK KARAKAH,70,58,82.26
2021-06-30,Padang Barat,PADANG PASIR,113,88,78.14
2021-06-30,Padang Utara,ULAK KARANG,45,37,81.29
2021-06-30,Padang Utara,AIR TAWAR,48,35,72.98
2021-06-30,Padang Utara,ALAI,117,92,78.32
2021-06-30,Nanggalo,NANGGALO,99,80,80.5
2021-06-30,Nanggalo,LAPAI,113,86,76.17
2021-06-30,Kuranji,BELIMBING,88,77,87.27
2021-06-30,Kuranji,KURANJI,109,84,76.92
2021-06-30,Kuranji,AMBACANG,56,47,84.46
2021-06-30,Pauh,PAUH,68,53,78.53
2021-06-30,Koto Tangah,AIR DINGIN,35,30,86.25
2021-06-30,Koto Tangah,LB.BUAYA,98,81,82.6
2021-06-30,Koto Tangah,IKUR KOTO,85,69,81.65
2021-06-30,Koto Tangah,ANAK AIR,55,47,86.25
2021-06-30,Koto Tangah,TUNGGUL HITAM,69,54,77.99
2021-07-31,Bungus Teluk Kabung,BUNGUS,98,71,72.91
2021-07-31,Lubuk Kilangan,LUBUK KILANGAN,34,27,79.35
2021-07-31,Lubuk Begalung,LUBUK BEGALUNG,43,34,77.94
2021-07-31,Lubuk Begalung,PEGAMBIRAN,118,89,75.17
2021-07-31,Padang Selatan,SEBERANG PADANG,47,38,80.78
2021-07-31,Padang Selatan,PEMANCUNGAN,51,40,77.71
2021-07-31,Padang Selatan,RAWANG,49,40,82.6
2021-07-31,Padang Timur,ANDALAS,87,72,82.65
2021-07-31,Padang Timur,PARAK KARAKAH,116,89,76.71
2021-07-31,Padang Barat,PADANG PASIR,93,76,81.21
2021-07-31,Padang Utara,ULAK KARANG,97,80,82.45
2021-07-31,Padang Utara,AIR TAWAR,47,41,86.73
2021-07-31,Padang Utara,ALAI,107,85,79.15
2021-07-31,Nanggalo,NANGGALO,65,48,74.22
2021-07-31,Nanggalo,LAPAI,112,95,84.96
2021-07-31,Kuranji,BELIMBING,124,109,87.52
2021-07-31,Kuranji,KURANJI,125,104,83.57
2021-07-31,Kuranji,AMBACANG,112,88,78.47
2021-07-31,Pauh,PAUH,125,99,79.55
2021-07-31,Koto Tangah,AIR DINGIN,73,60,82.12
2021-07-31,Koto Tangah,LB.BUAYA,129,103,80.1
2021-07-31,Koto Tangah,IKUR KOTO,79,61,77.62
2021-07-31,Koto Tangah,ANAK AIR,39,35,88.84
2021-07-31,Koto Tangah,TUNGGUL HITAM,82,71,86.53
2021-08-31,Bungus Teluk Kabung,BUNGUS,97,71,73.23
2021-08-31,Lubuk Kilangan,LUBUK KILANGAN,92,75,81.64
2021-08-31,Lubuk Begalung,LUBUK BEGALUNG,76,66,86.4
2021-08-31,Lubuk Begalung,PEGAMBIRAN,104,89,85.61
2021-08-31,Padang Selatan,SEBERANG PADANG,101,78,76.96
2021-08-31,Padang Selatan,PEMANCUNGAN,83,70,83.96
2021-08-31,Padang Selatan,RAWANG,120,90,75.08
2021-08-31,Padang Timur,ANDALAS,50,41,81.78
2021-08-31,Padang Timur,PARAK KARAKAH,47,41,86.73
2021-08-31,Padang Barat,PADANG PASIR,93,82,88.42
2021-08-31,Padang Utara,ULAK KARANG,107,87,81.76
2021-08-31,Padang Utara,AIR TAWAR,80,66,82.06
2021-08-31,Padang Utara,ALAI,74,59,79.31
2021-08-31,Nanggalo,NANGGALO,60,50,83.46
2021-08-31,Nanggalo,LAPAI,117,100,85.49
2021-08-31,Kuranji,BELIMBING,67,56,84.09
2021-08-31,Kuranji,KURANJI,70,61,87.85
2021-08-31,Kuranji,AMBACANG,127,96,75.87
2021-08-31,Pauh,PAUH,93,73,78.2
2021-08-31,Koto Tangah,AIR DINGIN,98,84,86.02
2021-08-31,Koto Tangah,LB.BUAYA,68,51,74.42
2021-08-31,Koto Tangah,IKUR KOTO,82,63,76.31
2021-08-31,Koto Tangah,ANAK AIR,115,87,75.56
2021-08-31,Koto Tangah,TUNGGUL HITAM,92,81,87.71
2021-09-30,Bungus Teluk Kabung,BUNGUS,104,79,75.94
2021-09-30,Lubuk Kilangan,LUBUK KILANGAN,109,93,85.12
2021-09-30,Lubuk Begalung,LUBUK BEGALUNG,42,31,73.48
2021-09-30,Lubuk Begalung,PEGAMBIRAN,106,92,86.89
2021-09-30,Padang Selatan,SEBERANG PADANG,32,26,79.97
2021-09-30,Padang Selatan,PEMANCUNGAN,67,56,83.25
2021-09-30,Padang Selatan,RAWANG,74,61,82.32
2021-09-30,Padang Timur,ANDALAS,93,70,75.8
2021-09-30,Padang Timur,PARAK KARAKAH,48,41,84.62
2021-09-30,Padang Barat,PADANG PASIR,102,75,73.32
2021-09-30,Padang Utara,ULAK KARANG,84,62,74.14
2021-09-30,Padang Utara,AIR TAWAR,81,67,82.94
2021-09-30,Padang Utara,ALAI,55,49,89.3
2021-09-30,Nanggalo,NANGGALO,97,83,85.33
2021-09-30,Nanggalo,LAPAI,89,71,79.22
2021-09-30,Kuranji,BELIMBING,103,77,75.18
2021-09-30,Kuranji,KURANJI,52,41,79.16
2021-09-30,Kuranji,AMBACANG,48,37,76.47
2021-09-30,Pauh,PAUH,67,57,85.75
2021-09-30,Koto Tangah,AIR DINGIN,120,90,75.08
2021-09-30,Koto Tangah,LB.BUAYA,38,33,87.14
2021-09-30,Koto Tangah,IKUR KOTO,100,78,77.87
2021-09-30,Koto Tangah,ANAK AIR,65,53,81.1
2021-09-30,Koto Tangah,TUNGGUL HITAM,112,85,75.47
2021-10-31,Bungus Teluk Kabung,BUNGUS,105,87,82.53
2021-10-31,Lubuk Kilangan,LUBUK KILANGAN,72,63,87.34
2021-10-31,Lubuk Begalung,LUBUK BEGALUNG,56,47,84.46
2021-10-31,Lubuk Begalung,PEGAMBIRAN,68,51,75.24
2021-10-31,Padang Selatan,SEBERANG PADANG,120,93,77.87
2021-10-31,Padang Selatan,PEMANCUNGAN,89,74,83.62
2021-10-31,Padang Selatan,RAWANG,120,106,88.58
2021-10-31,Padang Timur,ANDALAS,105,81,77.21
2021-10-31,Padang Timur,PARAK KARAKAH,77,66,85.82
2021-10-31,Padang Barat,PADANG PASIR,78,65,83.1
2021-10-31,Padang Utara,ULAK KARANG,71,52,73.82
2021-10-31,Padang Utara,AIR TAWAR,80,69,86.25
2021-10-31,Padang Utara,ALAI,82,63,76.31
2021-10-31,Nanggalo,NANGGALO,91,81,88.84
2021-10-31,Nanggalo,LAPAI,137,102,74.18
2021-10-31,Kuranji,BELIMBING,91,70,77.17
2021-10-31,Kuranji,KURANJI,112,98,87.45
2021-10-31,Kuranji,AMBACANG,33,28,83.88
2021-10-31,Pauh,PAUH,68,59,86.75
2021-10-31,Koto Tangah,AIR DINGIN,55,41,74.06
2021-10-31,Koto Tangah,LB.BUAYA,52,42,81.31
2021-10-31,Koto Tangah,IKUR KOTO,82,61,74.26
2021-10-31,Koto Tangah,ANAK AIR,43,33,76.64
2021-10-31,Koto Tangah,TUNGGUL HITAM,64,54,84.33
2021-11-30,Bungus Teluk Kabung,BUNGUS,103,85,82.24
2021-11-30,Lubuk Kilangan,LUBUK KILANGAN,58,45,78.16
2021-11-30,Lubuk Begalung,LUBUK BEGALUNG,117,94,80.23
2021-11-30,Lubuk Begalung,PEGAMBIRAN,69,54,77.99
2021-11-30,Padang Selatan,SEBERANG PADANG,48,40,83.46
2021-11-30,Padang Selatan,PEMANCUNGAN,85,73,86.25
2021-11-30,Padang Selatan,RAWANG,60,49,81.6
2021-11-30,Padang Timur,ANDALAS,80,58,72.98
2021-11-30,Padang Timur,PARAK KARAKAH,91,67,73.48
2021-11-30,Padang Barat,PADANG PASIR,96,85,88.7
2021-11-30,Padang Utara,ULAK KARANG,92,71,77.38
2021-11-30,Padang Utara,AIR TAWAR,43,37,85.73
2021-11-30,Padang Utara,ALAI,57,43,75.86
2021-11-30,Nanggalo,NANGGALO,47,40,84.35
2021-11-30,Nanggalo,LAPAI,108,78,72.59
2021-11-30,Kuranji,BELIMBING,50,42,84.02
2021-11-30,Kuranji,KURANJI,56,46,81.46
2021-11-30,Kuranji,AMBACANG,62,49,78.5
2021-11-30,Pauh,PAUH,37,29,79.31
2021-11-30,Koto Tangah,AIR DINGIN,54,43,78.8
2021-11-30,Koto Tangah,LB.BUAYA,48,36,75.31
2021-11-30,Koto Tangah,IKUR KOTO,104,80,76.47
2021-11-30,Koto Tangah,ANAK AIR,76,67,87.87
2021-11-30,Koto Tangah,TUNGGUL HITAM,58,50,85.87
2021-12-31,Bungus Teluk Kabung,BUNGUS,36,29,81.91
2021-12-31,Lubuk Kilangan,LUBUK KILANGAN,114,99,86.65
2021-12-31,Lubuk Begalung,LUBUK BEGALUNG,89,77,86.76
2021-12-31,Lubuk Begalung,PEGAMBIRAN,124,109,87.52
2021-12-31,Padang Selatan,SEBERANG PADANG,93,74,80.01
2021-12-31,Padang Selatan,PEMANCUNGAN,57,50,87.63
2021-12-31,Padang Selatan,RAWANG,85,71,82.97
2021-12-31,Padang Timur,ANDALAS,86,75,87.68
2021-12-31,Padang Timur,PARAK KARAKAH,39,34,85.97
2021-12-31,Padang Barat,PADANG PASIR,77,66,85.82
2021-12-31,Padang Utara,ULAK KARANG,110,83,75.08
2021-12-31,Padang Utara,AIR TAWAR,78,59,75.94
2021-12-31,Padang Utara,ALAI,96,81,84.62
2021-12-31,Nanggalo,NANGGALO,121,107,88.66
2021-12-31,Nanggalo,LAPAI,106,79,74.23
2021-12-31,Kuranji,BELIMBING,47,40,84.35
2021-12-31,Kuranji,KURANJI,34,29,85.92
2021-12-31,Kuranji,AMBACANG,107,89,83.33
2021-12-31,Pauh,PAUH,55,47,85.24
2021-12-31,Koto Tangah,AIR DINGIN,119,92,77.71
2021-12-31,Koto Tangah,LB.BUAYA,84,64,76.14
2021-12-31,Koto Tangah,IKUR KOTO,43,32,74.04
2021-12-31,Koto Tangah,ANAK AIR,116,95,82.01
2021-12-31,Koto Tangah,TUNGGUL HITAM,45,34,75.08
2022-01-31,Bungus Teluk Kabung,BUNGUS,96,72,74.73
2022-01-31,Lubuk Kilangan,LUBUK KILANGAN,112,100,89.45
2022-01-31,Lubuk Begalung,LUBUK BEGALUNG,111,81,73.27
2022-01-31,Lubuk Begalung,PEGAMBIRAN,121,95,78.5
2022-01-31,Padang Selatan,SEBERANG PADANG,102,88,85.92
2022-01-31,Padang Selatan,PEMANCUNGAN,92,74,80.42
2022-01-31,Padang Selatan,RAWANG,100,83,82.9
2022-01-31,Padang Timur,ANDALAS,94,79,84.35
2022-01-31,Padang Timur,PARAK KARAKAH,51,42,82.09
2022-01-31,Padang Barat,PADANG PASIR,88,76,86.0
2022-01-31,Padang Utara,ULAK KARANG,100,75,75.08
2022-01-31,Padang Utara,AIR TAWAR,58,48,82.01
2022-01-31,Padang Utara,ALAI,110,94,85.75
2022-01-31,Nanggalo,NANGGALO,46,36,79.21
2022-01-31,Nanggalo,LAPAI,89,71,79.22
2022-01-31,Kuranji,BELIMBING,39,32,83.1
2022-01-31,Kuranji,KURANJI,58,47,81.05
2022-01-31,Kuranji,AMBACANG,100,76,76.19
2022-01-31,Pauh,PAUH,131,114,87.19
2022-01-31,Koto Tangah,AIR DINGIN,119,94,79.12
2022-01-31,Koto Tangah,LB.BUAYA,85,71,83.62
2022-01-31,Koto Tangah,IKUR KOTO,55,42,76.09
2022-01-31,Koto Tangah,ANAK AIR,45,33,73.84
2022-01-31,Koto Tangah,TUNGGUL HITAM,57,45,79.78
2022-02-28,Bungus Teluk Kabung,BUNGUS,108,87,80.87
2022-02-28,Lubuk Kilangan,LUBUK KILANGAN,63,54,85.9
2022-02-28,Lubuk Begalung,LUBUK BEGALUNG,131,100,76.53
2022-02-28,Lubuk Begalung,PEGAMBIRAN,72,62,86.57
2022-02-28,Padang Selatan,SEBERANG PADANG,41,31,75.62
2022-02-28,Padang Selatan,PEMANCUNGAN,131,110,84.21
2022-02-28,Padang Selatan,RAWANG,119,106,89.45
2022-02-28,Padang Timur,ANDALAS,68,51,74.42
2022-02-28,Padang Timur,PARAK KARAKAH,77,62,80.01
2022-02-28,Padang Barat,PADANG PASIR,86,64,74.68
2022-02-28,Padang Utara,ULAK KARANG,124,105,84.81
2022-02-28,Padang Utara,AIR TAWAR,46,34,74.35
2022-02-28,Padang Utara,ALAI,119,102,85.69
2022-02-28,Nanggalo,NANGGALO,131,102,78.23
2022-02-28,Nanggalo,LAPAI,37,30,82.32
2022-02-28,Kuranji,BELIMBING,97,73,74.96
2022-02-28,Kuranji,KURANJI,78,59,75.94
2022-02-28,Kuranji,AMBACANG,80,69,86.25
2022-02-28,Pauh,PAUH,57,47,82.72
2022-02-28,Koto Tangah,AIR DINGIN,81,59,72.59
2022-02-28,Koto Tangah,LB.BUAYA,112,87,77.47
2022-02-28,Koto Tangah,IKUR KOTO,76,63,82.72
2022-02-28,Koto Tangah,ANAK AIR,88,71,80.28
2022-02-28,Koto Tangah,TUNGGUL HITAM,49,39,79.18
2022-03-31,Bungus Teluk Kabung,BUNGUS,97,81,83.6
2022-03-31,Lubuk Kilangan,LUBUK KILANGAN,102,81,79.35
2022-03-31,Lubuk Begalung,LUBUK BEGALUNG,71,54,75.39
2022-03-31,Lubuk Begalung,PEGAMBIRAN,71,58,81.69
2022-03-31,Padang Selatan,SEBERANG PADANG,109,97,89.23
2022-03-31,Padang Selatan,PEMANCUNGAN,126,102,80.58
2022-03-31,Padang Selatan,RAWANG,110,84,76.09
2022-03-31,Padang Timur,ANDALAS,88,68,77.74
2022-03-31,Padang Timur,PARAK KARAKAH,113,98,86.55
2022-03-31,Padang Barat,PADANG PASIR,89,67,74.82
2022-03-31,Padang Utara,ULAK KARANG,61,53,86.44
2022-03-31,Padang Utara,AIR TAWAR,111,87,78.8
2022-03-31,Padang Utara,ALAI,72,61,85.01
2022-03-31,Nanggalo,NANGGALO,114,88,76.84
2022-03-31,Nanggalo,LAPAI,53,42,79.5
2022-03-31,Kuranji,BELIMBING,88,68,77.11
2022-03-31,Kuranji,KURANJI,133,117,88.19
2022-03-31,Kuranji,AMBACANG,62,47,75.8
2022-03-31,Pauh,PAUH,71,61,85.62
2022-03-31,Koto Tangah,AIR DINGIN,82,70,85.16
2022-03-31,Koto Tangah,LB.BUAYA,82,68,82.44
2022-03-31,Koto Tangah,IKUR KOTO,118,94,79.9
2022-03-31,Koto Tangah,ANAK AIR,104,78,75.4
2022-03-31,Koto Tangah,TUNGGUL HITAM,123,99,80.17
2022-04-30,Bungus Teluk Kabung,BUNGUS,65,55,84.53
2022-04-30,Lubuk Kilangan,LUBUK KILANGAN,57,49,86.65
2022-04-30,Lubuk Begalung,LUBUK BEGALUNG,96,86,89.28
2022-04-30,Lubuk Begalung,PEGAMBIRAN,51,40,77.71
2022-04-30,Padang Selatan,SEBERANG PADANG,88,68,77.11
2022-04-30,Padang Selatan,PEMANCUNGAN,141,116,81.97
2022-04-30,Padang Selatan,RAWANG,123,109,88.34
2022-04-30,Padang Timur,ANDALAS,110,90,82.19
2022-04-30,Padang Timur,PARAK KARAKAH,81,70,86.39
2022-04-30,Padang Barat,PADANG PASIR,52,47,89.91
2022-04-30,Padang Utara,ULAK KARANG,90,80,88.74
2022-04-30,Padang Utara,AIR TAWAR,115,101,87.71
2022-04-30,Padang Utara,ALAI,101,79,78.07
2022-04-30,Nanggalo,NANGGALO,93,79,84.81
2022-04-30,Nanggalo,LAPAI,126,96,76.58
2022-04-30,Kuranji,BELIMBING,101,87,85.81
2022-04-30,Kuranji,KURANJI,125,102,81.34
2022-04-30,Kuranji,AMBACANG,75,57,75.82
2022-04-30,Pauh,PAUH,83,73,88.0
2022-04-30,Koto Tangah,AIR DINGIN,65,48,73.35
2022-04-30,Koto Tangah,LB.BUAYA,52,42,80.23
2022-04-30,Koto Tangah,IKUR KOTO,105,88,84.12
2022-04-30,Koto Tangah,ANAK AIR,61,49,80.02
2022-04-30,Koto Tangah,TUNGGUL HITAM,47,36,76.03
2022-05-31,Bungus Teluk Kabung,BUNGUS,126,112,89.0
2022-05-31,Lubuk Kilangan,LUBUK KILANGAN,90,66,73.84
2022-05-31,Lubuk Begalung,LUBUK BEGALUNG,109,92,84.61
2022-05-31,Lubuk Begalung,PEGAMBIRAN,77,60,77.84
2022-05-31,Padang Selatan,SEBERANG PADANG,68,58,85.1
2022-05-31,Padang Selatan,PEMANCUNGAN,106,80,75.29
2022-05-31,Padang Selatan,RAWANG,89,77,86.13
2022-05-31,Padang Timur,ANDALAS,101,75,74.19
2022-05-31,Padang Timur,PARAK KARAKAH,54,46,86.05
2022-05-31,Padang Barat,PADANG PASIR,116,89,76.71
2022-05-31,Padang Utara,ULAK KARANG,127,109,85.99
2022-05-31,Padang Utara,AIR TAWAR,97,73,74.96
2022-05-31,Padang Utara,ALAI,93,72,77.6
2022-05-31,Nanggalo,NANGGALO,76,60,78.31
2022-05-31,Nanggalo,LAPAI,49,42,86.02
2022-05-31,Kuranji,BELIMBING,53,45,84.78
2022-05-31,Kuranji,KURANJI,106,87,82.14
2022-05-31,Kuranji,AMBACANG,87,65,74.3
2022-05-31,Pauh,PAUH,49,42,86.02
2022-05-31,Koto Tangah,AIR DINGIN,56,49,87.45
2022-05-31,Koto Tangah,LB.BUAYA,111,99,89.38
2022-05-31,Koto Tangah,IKUR KOTO,114,95,83.71
2022-05-31,Koto Tangah,ANAK AIR,48,41,85.79
2022-05-31,Koto Tangah,TUNGGUL HITAM,101,84,83.05
2022-06-30,Bungus Teluk Kabung,BUNGUS,121,95,78.5
2022-06-30,Lubuk Kilangan,LUBUK KILANGAN,104,82,79.16
2022-06-30,Lubuk Begalung,LUBUK BEGALUNG,59,51,86.06
2022-06-30,Lubuk Begalung,PEGAMBIRAN,105,90,85.72
2022-06-30,Padang Selatan,SEBERANG PADANG,79,64,81.16
2022-06-30,Padang Selatan,PEMANCUNGAN,134,99,74.08
2022-06-30,Padang Selatan,RAWANG,48,40,82.3
2022-06-30,Padang Timur,ANDALAS,80,66,82.06
2022-06-30,Padang Timur,PARAK KARAKAH,100,88,87.93
2022-06-30,Padang Barat,PADANG PASIR,108,96,88.63
2022-06-30,Padang Utara,ULAK KARANG,54,44,80.87
2022-06-30,Padang Utara,AIR TAWAR,69,54,77.99
2022-06-30,Padang Utara,ALAI,88,65,73.3
2022-06-30,Nanggalo,NANGGALO,60,50,82.53
2022-06-30,Nanggalo,LAPAI,105,80,76.14
2022-06-30,Kuranji,BELIMBING,85,69,81.65
2022-06-30,Kuranji,KURANJI,70,61,87.85
2022-06-30,Kuranji,AMBACANG,45,40,88.74
2022-06-30,Pauh,PAUH,95,71,74.49
2022-06-30,Koto Tangah,AIR DINGIN,119,99,82.87
2022-06-30,Koto Tangah,LB.BUAYA,116,88,76.23
2022-06-30,Koto Tangah,IKUR KOTO,122,96,78.65
2022-06-30,Koto Tangah,ANAK AIR,90,71,78.8
2022-06-30,Koto Tangah,TUNGGUL HITAM,81,64,78.8
2022-07-31,Bungus Teluk Kabung,BUNGUS,47,39,83.16
2022-07-31,Lubuk Kilangan,LUBUK KILANGAN,83,61,73.86
2022-07-31,Lubuk Begalung,LUBUK BEGALUNG,83,63,75.89
2022-07-31,Lubuk Begalung,PEGAMBIRAN,57,46,80.77
2022-07-31,Padang Selatan,SEBERANG PADANG,49,39,80.32
2022-07-31,Padang Selatan,PEMANCUNGAN,40,35,87.65
2022-07-31,Padang Selatan,RAWANG,71,52,73.82
2022-07-31,Padang Timur,ANDALAS,82,69,84.48
2022-07-31,Padang Timur,PARAK KARAKAH,108,90,82.94
